lon,lat,dep,Mw,strike1,dip1,rake1,strike2,dip2,rake2
176.4015,-38.0556,156.0000,4.400,45.0000,69.0000,121.0000,166.0000,37.0000,37.0000
173.7649,-40.0485,204.0000,6.200,123.0000,88.0000,72.0000,27.0000,18.0000,174.0000
173.7649,-40.0485,216.0000,6.300,128.0000,87.0000,74.0000,26.0000,16.0000,168.0000
175.8142,-39.0713,87.0000,5.000,147.0000,80.0000,58.0000,42.0000,33.0000,162.0000
173.7879,-41.3737,93.0000,4.400,10.0000,66.0000,69.0000,233.0000,32.0000,128.0000
176.9741,-38.5251,63.0000,4.700,131.0000,78.0000,42.0000,30.0000,49.0000,164.0000
177.8695,-38.5672,33.0000,4.100,200.0000,85.0000,-143.0000,106.0000,53.0000,-6.0000
175.9987,-38.1169,228.0000,4.100,94.0000,56.0000,138.0000,210.0000,56.0000,42.0000
176.0473,-38.1026,174.0000,4.500,289.0000,68.0000,41.0000,181.0000,53.0000,152.0000
175.7262,-38.6212,174.0000,3.900,221.0000,51.0000,89.0000,43.0000,39.0000,91.0000
175.9904,-38.3113,228.0000,5.000,79.0000,52.0000,105.0000,236.0000,41.0000,72.0000
176.1671,-38.6385,99.0000,5.700,133.0000,88.0000,78.0000,32.0000,12.0000,169.0000
166.1061,-46.0710,27.0000,3.800,52.0000,82.0000,-119.0000,309.0000,30.0000,-16.0000
178.9627,-38.3092,24.0000,4.600,208.0000,77.0000,122.0000,319.0000,34.0000,24.0000
176.7208,-39.0746,81.0000,4.200,164.0000,71.0000,64.0000,40.0000,32.0000,141.0000
176.0593,-38.3501,156.0000,6.300,69.0000,73.0000,115.0000,191.0000,30.0000,35.0000
176.1084,-38.5341,114.0000,4.600,127.0000,65.0000,81.0000,327.0000,26.0000,108.0000
178.0147,-38.4061,54.0000,4.000,301.0000,58.0000,87.0000,126.0000,32.0000,94.0000
177.5889,-36.8715,180.0000,4.100,1.0000,82.0000,52.0000,261.0000,39.0000,167.0000
178.1932,-38.5011,30.0000,4.000,202.0000,80.0000,96.0000,351.0000,12.0000,59.0000
178.6743,-36.7603,294.0000,5.300,19.0000,69.0000,-138.0000,271.0000,51.0000,-27.0000
174.4079,-40.5145,72.0000,4.300,215.0000,74.0000,-133.0000,109.0000,45.0000,-22.0000
174.3384,-39.8124,117.0000,4.800,327.0000,88.0000,-63.0000,61.0000,27.0000,-176.0000
178.7977,-35.9220,195.0000,6.000,44.0000,60.0000,100.0000,206.0000,32.0000,74.0000
177.5776,-39.3564,30.0000,4.100,229.0000,81.0000,95.0000,19.0000,10.0000,60.0000
177.5853,-39.3850,27.0000,4.800,216.0000,69.0000,81.0000,60.0000,22.0000,112.0000
176.3654,-41.1601,36.0000,4.400,48.0000,50.0000,89.0000,229.0000,40.0000,91.0000
166.0788,-47.8484,168.0000,4.700,230.0000,89.0000,-62.0000,321.0000,28.0000,-178.0000
176.0028,-38.9912,81.0000,4.200,319.0000,74.0000,-36.0000,60.0000,56.0000,-161.0000
176.1128,-38.3455,171.0000,4.500,89.0000,76.0000,94.0000,254.0000,15.0000,76.0000
177.4991,-37.4968,120.0000,4.200,101.0000,67.0000,64.0000,332.0000,34.0000,135.0000
178.7377,-36.5047,189.0000,4.900,67.0000,63.0000,-71.0000,210.0000,33.0000,-123.0000
177.4564,-39.2001,27.0000,4.500,101.0000,78.0000,15.0000,8.0000,75.0000,168.0000
177.3276,-37.3232,147.0000,4.900,32.0000,61.0000,83.0000,226.0000,30.0000,102.0000
176.8797,-40.4817,24.0000,4.100,345.0000,82.0000,-25.0000,79.0000,66.0000,-172.0000
175.9625,-38.1258,213.0000,4.400,333.0000,90.0000,-46.0000,64.0000,44.0000,-180.0000
176.5550,-37.4374,231.0000,4.700,192.0000,72.0000,22.0000,95.0000,69.0000,161.0000
177.8387,-37.3561,81.0000,4.000,5.0000,67.0000,124.0000,125.0000,40.0000,37.0000
175.8899,-40.6280,32.0000,4.100,5.0000,61.0000,-123.0000,239.0000,42.0000,-45.0000
166.8736,-45.0668,20.0000,4.300,169.0000,79.0000,32.0000,72.0000,59.0000,167.0000
167.4997,-45.0940,93.0000,3.900,243.0000,68.0000,110.0000,18.0000,30.0000,49.0000
176.3376,-40.1596,48.0000,4.300,14.0000,57.0000,-116.0000,236.0000,41.0000,-56.0000
167.1795,-45.6074,82.0000,4.500,230.0000,88.0000,-174.0000,140.0000,84.0000,-2.0000
176.5883,-40.3065,30.0000,4.700,242.0000,57.0000,110.0000,28.0000,38.0000,62.0000
175.2641,-39.4600,102.0000,5.000,157.0000,79.0000,44.0000,57.0000,47.0000,165.0000
176.8266,-37.7788,158.0000,4.700,44.0000,62.0000,91.0000,221.0000,28.0000,87.0000
174.5041,-41.9294,30.0000,4.300,197.0000,56.0000,71.0000,49.0000,39.0000,116.0000
178.8030,-37.6257,40.0000,4.100,243.0000,61.0000,-78.0000,39.0000,32.0000,-110.0000
167.3953,-45.2711,105.0000,4.300,252.0000,49.0000,74.0000,95.0000,44.0000,107.0000
173.8101,-40.4654,136.0000,4.100,14.0000,62.0000,144.0000,122.0000,59.0000,33.0000
167.5922,-45.0062,108.0000,4.200,231.0000,72.0000,103.0000,15.0000,22.0000,55.0000
174.9944,-38.9748,291.0000,4.400,214.0000,54.0000,91.0000,32.0000,36.0000,89.0000
176.3925,-38.4212,117.0000,5.200,122.0000,86.0000,60.0000,25.0000,31.0000,172.0000
167.4584,-45.1849,132.0000,4.700,281.0000,57.0000,76.0000,126.0000,36.0000,110.0000
176.8068,-39.9495,40.0000,4.100,45.0000,88.0000,-118.0000,310.0000,28.0000,-5.0000
178.2991,-37.2586,57.0000,4.800,238.0000,84.0000,-61.0000,338.0000,29.0000,-169.0000
177.7598,-38.0185,84.0000,4.800,28.0000,76.0000,67.0000,269.0000,26.0000,148.0000
176.1786,-40.8479,36.0000,4.400,217.0000,56.0000,85.0000,46.0000,35.0000,97.0000
175.8864,-38.8885,96.0000,4.100,303.0000,79.0000,-63.0000,53.0000,29.0000,-158.0000
177.4572,-39.2761,27.0000,3.600,51.0000,50.0000,-88.0000,229.0000,40.0000,-92.0000
166.9013,-45.6918,84.0000,5.100,323.0000,76.0000,20.0000,228.0000,71.0000,166.0000
178.0278,-38.3907,33.0000,4.200,201.0000,83.0000,-108.0000,92.0000,19.0000,-21.0000
167.5609,-45.0012,96.0000,4.000,23.0000,59.0000,38.0000,271.0000,58.0000,143.0000
176.3787,-40.2746,36.0000,4.300,233.0000,62.0000,-82.0000,37.0000,29.0000,-104.0000
176.1426,-38.3214,186.0000,5.300,78.0000,72.0000,117.0000,199.0000,32.0000,36.0000
178.6913,-35.4742,189.0000,5.000,54.0000,63.0000,103.0000,207.0000,30.0000,66.0000
173.5137,-40.5374,141.0000,4.600,117.0000,86.0000,52.0000,22.0000,38.0000,173.0000
176.4580,-40.5852,30.0000,4.600,243.0000,52.0000,-93.0000,67.0000,38.0000,-87.0000
176.4940,-40.6206,36.0000,4.200,224.0000,79.0000,81.0000,86.0000,14.0000,131.0000
177.3580,-38.1154,96.0000,4.700,330.0000,61.0000,122.0000,98.0000,42.0000,47.0000
176.5269,-38.0667,150.0000,4.800,57.0000,89.0000,127.0000,149.0000,37.0000,2.0000
167.5172,-44.9104,120.0000,4.400,235.0000,68.0000,84.0000,70.0000,23.0000,104.0000
177.1867,-37.6812,117.0000,4.600,32.0000,70.0000,72.0000,257.0000,27.0000,132.0000
177.4945,-37.1722,140.0000,5.000,26.0000,70.0000,75.0000,243.0000,25.0000,125.0000
176.5906,-38.4896,108.0000,4.900,132.0000,72.0000,39.0000,27.0000,53.0000,157.0000
167.4016,-45.1785,120.0000,4.600,132.0000,61.0000,135.0000,248.0000,52.0000,38.0000
166.9065,-45.1922,36.0000,5.500,226.0000,60.0000,112.0000,7.0000,37.0000,57.0000
174.9702,-41.4116,34.0000,4.300,246.0000,72.0000,-68.0000,14.0000,28.0000,-139.0000
179.5200,-36.9795,23.0000,7.100,224.0000,76.0000,-74.0000,354.0000,21.0000,-138.0000
179.1009,-37.0473,44.0000,5.500,343.0000,73.0000,-158.0000,246.0000,69.0000,-18.0000
175.8901,-38.8304,102.0000,4.200,323.0000,82.0000,-70.0000,72.0000,22.0000,-159.0000
173.9272,-40.4931,120.0000,4.700,51.0000,72.0000,151.0000,151.0000,63.0000,21.0000
167.3716,-45.1750,123.0000,4.500,264.0000,48.0000,75.0000,106.0000,44.0000,106.0000
179.8401,-36.0727,36.0000,4.600,247.0000,87.0000,-106.0000,145.0000,16.0000,-12.0000
178.8177,-37.3815,46.0000,4.800,81.0000,62.0000,-59.0000,209.0000,41.0000,-134.0000
174.5877,-41.0574,44.0000,4.000,117.0000,63.0000,96.0000,285.0000,28.0000,79.0000
178.8985,-37.3446,46.0000,4.400,215.0000,51.0000,-64.0000,357.0000,46.0000,-118.0000
173.0391,-42.1764,68.0000,4.700,33.0000,69.0000,133.0000,144.0000,47.0000,29.0000
177.0465,-37.0173,208.0000,5.000,337.0000,80.0000,34.0000,240.0000,57.0000,168.0000
176.1456,-40.5959,34.0000,4.100,33.0000,76.0000,159.0000,128.0000,69.0000,15.0000
175.9304,-38.4060,195.0000,4.500,56.0000,56.0000,109.0000,205.0000,38.0000,65.0000
173.5357,-42.4519,32.0000,4.400,223.0000,57.0000,-91.0000,45.0000,33.0000,-88.0000
176.3332,-40.2756,42.0000,4.300,4.0000,64.0000,-121.0000,237.0000,39.0000,-44.0000
176.2540,-40.3778,38.0000,4.100,30.0000,55.0000,-62.0000,167.0000,44.0000,-124.0000
174.9176,-40.9991,64.0000,4.300,293.0000,75.0000,29.0000,196.0000,62.0000,163.0000
176.9329,-39.8699,32.0000,4.400,213.0000,85.0000,48.0000,118.0000,42.0000,172.0000
176.1299,-38.3157,135.0000,4.200,152.0000,64.0000,41.0000,41.0000,54.0000,147.0000
176.1511,-40.3715,42.0000,4.300,216.0000,49.0000,-92.0000,40.0000,41.0000,-87.0000
167.6309,-45.2726,111.0000,4.400,115.0000,56.0000,119.0000,251.0000,43.0000,55.0000
179.0948,-37.0765,64.0000,4.900,262.0000,76.0000,-21.0000,357.0000,70.0000,-165.0000
177.6938,-38.4516,37.0000,3.600,266.0000,68.0000,-34.0000,10.0000,59.0000,-154.0000
178.1472,-37.8427,54.0000,4.500,87.0000,77.0000,23.0000,352.0000,68.0000,166.0000
174.8639,-39.9390,102.0000,4.200,147.0000,80.0000,20.0000,53.0000,70.0000,170.0000
174.8454,-39.0348,172.0000,4.600,126.0000,87.0000,72.0000,27.0000,18.0000,171.0000
173.4068,-41.4181,86.0000,4.400,116.0000,76.0000,46.0000,12.0000,46.0000,160.0000
172.8423,-42.1742,64.0000,4.300,232.0000,74.0000,-115.0000,112.0000,29.0000,-34.0000
177.8710,-38.5371,31.0000,3.800,292.0000,90.0000,-16.0000,22.0000,74.0000,-180.0000
173.9746,-40.3401,164.0000,4.400,46.0000,51.0000,80.0000,241.0000,40.0000,102.0000
175.4453,-40.8922,32.0000,4.100,207.0000,85.0000,170.0000,297.0000,80.0000,5.0000
176.4266,-37.6201,315.0000,4.400,46.0000,64.0000,150.0000,151.0000,63.0000,30.0000
177.7197,-37.1835,84.0000,4.400,309.0000,85.0000,120.0000,48.0000,30.0000,11.0000
178.8864,-37.1051,42.0000,4.900,333.0000,88.0000,-160.0000,242.0000,70.0000,-2.0000
178.6051,-35.7078,141.0000,5.000,337.0000,55.0000,-93.0000,163.0000,35.0000,-86.0000
176.0075,-38.3721,174.0000,4.700,58.0000,75.0000,102.0000,199.0000,19.0000,52.0000
175.9677,-38.3769,174.0000,4.400,75.0000,80.0000,153.0000,170.0000,64.0000,11.0000
174.3603,-39.5567,180.0000,4.600,48.0000,88.0000,110.0000,144.0000,21.0000,7.0000
175.9951,-38.9699,90.0000,4.600,123.0000,80.0000,53.0000,19.0000,38.0000,163.0000
176.4566,-38.0309,158.0000,4.600,80.0000,58.0000,85.0000,269.0000,32.0000,97.0000
175.4916,-39.3789,88.0000,4.800,325.0000,79.0000,-28.0000,61.0000,62.0000,-167.0000
176.0993,-39.3703,60.0000,4.100,283.0000,76.0000,-102.0000,145.0000,19.0000,-50.0000
176.3464,-40.6362,26.0000,3.800,206.0000,73.0000,91.0000,23.0000,17.0000,87.0000
175.7110,-38.5497,160.0000,4.300,101.0000,64.0000,95.0000,269.0000,26.0000,80.0000
176.5375,-38.0731,154.0000,5.000,232.0000,88.0000,-121.0000,138.0000,31.0000,-5.0000
175.0075,-39.0326,216.0000,6.100,55.0000,63.0000,129.0000,174.0000,46.0000,39.0000
177.8089,-39.2130,27.0000,3.800,131.0000,87.0000,22.0000,39.0000,68.0000,177.0000
178.0859,-38.5915,27.0000,3.700,281.0000,53.0000,63.0000,141.0000,45.0000,121.0000
175.9379,-40.2974,44.0000,4.100,39.0000,63.0000,-120.0000,271.0000,40.0000,-45.0000
177.4171,-37.2586,122.0000,4.200,339.0000,76.0000,100.0000,122.0000,17.0000,55.0000
175.0336,-39.8562,126.0000,4.600,55.0000,61.0000,107.0000,203.0000,33.0000,62.0000
177.5176,-37.0277,118.0000,4.300,32.0000,50.0000,61.0000,253.0000,48.0000,120.0000
178.8797,-37.5863,26.0000,4.800,230.0000,51.0000,-74.0000,25.0000,42.0000,-109.0000
176.4471,-37.5871,266.0000,4.600,352.0000,63.0000,33.0000,246.0000,61.0000,149.0000
175.0647,-39.0916,154.0000,4.100,322.0000,74.0000,-57.0000,74.0000,36.0000,-153.0000
176.1770,-39.6530,44.0000,3.900,63.0000,48.0000,-82.0000,231.0000,42.0000,-99.0000
175.8526,-38.4663,170.0000,4.400,51.0000,78.0000,140.0000,151.0000,51.0000,15.0000
176.8228,-37.2658,248.0000,4.500,65.0000,77.0000,146.0000,164.0000,57.0000,15.0000
174.9210,-39.0706,194.0000,4.000,155.0000,65.0000,110.0000,294.0000,31.0000,53.0000
172.7803,-41.2102,116.0000,4.400,334.0000,64.0000,116.0000,106.0000,36.0000,48.0000
178.1564,-37.6795,72.0000,4.500,115.0000,48.0000,69.0000,325.0000,46.0000,111.0000
177.0150,-37.8803,128.0000,4.500,252.0000,87.0000,-127.0000,159.0000,37.0000,-5.0000
175.8516,-38.6650,168.0000,4.400,154.0000,59.0000,73.0000,4.0000,35.0000,115.0000
177.8074,-39.1091,26.0000,4.500,302.0000,70.0000,-94.0000,134.0000,21.0000,-79.0000
178.0053,-38.6928,34.0000,4.100,36.0000,74.0000,-84.0000,193.0000,17.0000,-111.0000
176.0879,-37.8770,290.0000,4.900,274.0000,67.0000,-145.0000,169.0000,58.0000,-27.0000
172.9367,-41.2762,104.0000,4.000,245.0000,86.0000,-137.0000,152.0000,47.0000,-5.0000
177.2585,-37.4157,130.0000,5.900,121.0000,51.0000,56.0000,348.0000,50.0000,125.0000
176.5388,-37.6004,186.0000,4.200,42.0000,73.0000,120.0000,159.0000,34.0000,31.0000
176.1367,-39.2582,66.0000,5.000,134.0000,87.0000,37.0000,42.0000,53.0000,177.0000
177.2179,-37.4302,144.0000,5.000,34.0000,80.0000,92.0000,206.0000,10.0000,81.0000
167.4098,-45.0177,110.0000,4.300,299.0000,90.0000,-65.0000,30.0000,25.0000,-179.0000
178.2095,-37.5880,46.0000,4.000,344.0000,61.0000,-143.0000,234.0000,58.0000,-35.0000
176.9477,-36.7514,310.0000,5.000,63.0000,68.0000,109.0000,200.0000,29.0000,51.0000
179.6260,-36.8626,24.0000,4.300,221.0000,77.0000,-86.0000,24.0000,14.0000,-106.0000
179.8119,-37.0816,23.0000,4.000,230.0000,80.0000,-89.0000,47.0000,10.0000,-93.0000
179.7608,-36.9207,21.0000,4.900,355.0000,57.0000,77.0000,198.0000,35.0000,109.0000
174.5281,-40.6185,88.0000,4.200,125.0000,86.0000,-39.0000,219.0000,51.0000,-175.0000
174.5547,-40.6270,86.0000,5.000,337.0000,58.0000,56.0000,208.0000,45.0000,131.0000
176.5458,-37.6295,320.0000,5.200,190.0000,57.0000,49.0000,69.0000,51.0000,136.0000
177.8020,-38.9000,28.0000,4.000,237.0000,63.0000,-91.0000,59.0000,27.0000,-88.0000
178.1997,-37.0613,66.0000,4.100,336.0000,73.0000,-153.0000,238.0000,65.0000,-19.0000
176.0173,-37.9972,196.0000,4.400,19.0000,52.0000,118.0000,158.0000,46.0000,59.0000
177.5292,-37.5762,100.0000,4.800,81.0000,66.0000,56.0000,321.0000,41.0000,142.0000
174.2352,-39.7349,148.0000,4.200,11.0000,75.0000,-154.0000,274.0000,65.0000,-16.0000
176.2484,-40.3636,28.0000,3.900,38.0000,58.0000,-124.0000,270.0000,46.0000,-48.0000
178.9805,-37.0356,38.0000,4.300,206.0000,59.0000,-81.0000,10.0000,32.0000,-104.0000
176.2054,-39.7745,42.0000,4.300,299.0000,76.0000,-39.0000,40.0000,52.0000,-162.0000
177.5467,-37.1965,102.0000,4.400,113.0000,47.0000,108.0000,268.0000,46.0000,72.0000
167.4894,-45.0586,82.0000,4.400,16.0000,58.0000,53.0000,250.0000,47.0000,134.0000
167.6036,-45.0350,94.0000,5.000,233.0000,73.0000,117.0000,353.0000,31.0000,34.0000
173.3881,-40.3039,154.0000,4.500,203.0000,90.0000,116.0000,294.0000,26.0000,1.0000
176.2267,-40.3972,28.0000,3.800,237.0000,49.0000,-62.0000,17.0000,48.0000,-119.0000
176.4859,-37.5586,202.0000,4.500,14.0000,66.0000,44.0000,262.0000,51.0000,148.0000
172.8667,-41.8493,86.0000,3.900,215.0000,72.0000,41.0000,110.0000,52.0000,157.0000
174.9987,-40.4389,56.0000,4.400,28.0000,84.0000,89.0000,216.0000,6.0000,98.0000
173.8536,-40.4194,82.0000,4.200,312.0000,67.0000,-30.0000,54.0000,63.0000,-154.0000
167.4833,-44.6631,27.0000,3.900,207.0000,63.0000,70.0000,67.0000,33.0000,124.0000
176.1882,-38.4202,114.0000,4.800,140.0000,70.0000,85.0000,333.0000,21.0000,102.0000
173.2185,-42.4981,48.0000,4.000,222.0000,86.0000,157.0000,314.0000,67.0000,4.0000
176.8827,-37.7152,130.0000,4.300,54.0000,83.0000,74.0000,301.0000,17.0000,156.0000
173.0143,-41.9418,76.0000,4.200,25.0000,69.0000,110.0000,159.0000,29.0000,48.0000
176.2236,-38.1672,178.0000,4.300,58.0000,89.0000,163.0000,149.0000,73.0000,1.0000
167.4180,-45.0675,82.0000,4.600,34.0000,62.0000,63.0000,262.0000,38.0000,131.0000
176.6817,-39.7513,36.0000,3.700,216.0000,47.0000,-102.0000,54.0000,45.0000,-77.0000
174.9439,-40.4758,80.0000,4.400,213.0000,82.0000,-121.0000,110.0000,32.0000,-15.0000
177.6128,-38.2770,76.0000,4.000,164.0000,87.0000,-94.0000,32.0000,5.0000,-42.0000
174.6583,-42.2239,26.0000,4.600,221.0000,65.0000,-91.0000,43.0000,25.0000,-88.0000
175.0217,-39.3577,138.0000,4.800,110.0000,88.0000,74.0000,11.0000,16.0000,171.0000
174.7991,-39.2827,152.0000,4.700,325.0000,79.0000,-79.0000,100.0000,16.0000,-134.0000
177.4584,-38.7984,38.0000,4.400,345.0000,83.0000,158.0000,78.0000,68.0000,8.0000
174.3254,-42.0641,28.0000,4.100,208.0000,59.0000,-135.0000,91.0000,53.0000,-40.0000
172.4935,-41.3209,100.0000,4.300,7.0000,86.0000,-122.0000,270.0000,32.0000,-8.0000
166.8445,-45.1418,30.0000,4.700,236.0000,75.0000,128.0000,344.0000,41.0000,23.0000
178.5425,-38.8470,28.0000,4.100,266.0000,61.0000,-51.0000,28.0000,47.0000,-138.0000
174.1071,-40.1658,134.0000,4.600,225.0000,85.0000,143.0000,319.0000,53.0000,6.0000
176.7834,-39.7284,36.0000,4.400,244.0000,46.0000,-94.0000,69.0000,44.0000,-86.0000
179.4645,-37.4563,26.0000,7.300,192.0000,64.0000,-84.0000,358.0000,27.0000,-103.0000
179.9043,-37.4859,76.0000,4.700,138.0000,60.0000,122.0000,267.0000,43.0000,47.0000
179.6762,-37.5899,20.0000,4.500,350.0000,65.0000,-139.0000,239.0000,53.0000,-32.0000
179.7534,-37.5019,62.0000,4.700,121.0000,87.0000,23.0000,30.0000,67.0000,177.0000
179.7327,-37.3516,50.0000,4.600,342.0000,55.0000,-130.0000,217.0000,51.0000,-48.0000
179.8718,-37.3735,24.0000,4.600,33.0000,71.0000,-105.0000,252.0000,24.0000,-54.0000
179.7856,-37.6880,80.0000,4.900,159.0000,81.0000,134.0000,259.0000,44.0000,13.0000
179.8370,-37.5452,23.0000,4.600,34.0000,70.0000,-99.0000,238.0000,22.0000,-68.0000
178.0167,-38.9077,24.0000,4.600,236.0000,67.0000,-85.0000,44.0000,24.0000,-101.0000
173.3262,-40.3483,188.0000,4.100,21.0000,66.0000,106.0000,166.0000,28.0000,59.0000
178.9235,-35.5355,176.0000,5.600,31.0000,63.0000,89.0000,213.0000,27.0000,92.0000
176.7024,-37.9066,136.0000,5.000,49.0000,78.0000,140.0000,149.0000,51.0000,15.0000
173.1444,-42.4712,42.0000,4.000,223.0000,68.0000,-120.0000,100.0000,37.0000,-39.0000
175.7947,-41.1378,28.0000,3.900,41.0000,54.0000,-93.0000,225.0000,36.0000,-86.0000
179.7488,-37.5919,28.0000,6.100,234.0000,52.0000,-71.0000,25.0000,42.0000,-112.0000
167.2855,-44.8335,24.0000,4.500,248.0000,76.0000,160.0000,343.0000,70.0000,15.0000
176.6172,-39.9294,28.0000,3.900,357.0000,52.0000,-117.0000,217.0000,46.0000,-60.0000
167.0013,-44.9525,23.0000,3.800,168.0000,72.0000,19.0000,72.0000,72.0000,161.0000
177.2850,-37.1911,162.0000,4.500,19.0000,59.0000,83.0000,213.0000,32.0000,102.0000
179.7240,-37.5847,36.0000,5.800,230.0000,55.0000,-75.0000,26.0000,38.0000,-110.0000
176.5368,-40.2424,26.0000,4.100,195.0000,67.0000,-80.0000,351.0000,25.0000,-112.0000
176.6908,-40.0348,38.0000,4.100,17.0000,73.0000,-126.0000,265.0000,39.0000,-28.0000
173.7943,-41.3269,68.0000,3.800,161.0000,87.0000,-32.0000,253.0000,58.0000,-176.0000
176.5808,-37.5377,220.0000,4.600,6.0000,76.0000,-117.0000,251.0000,30.0000,-28.0000
167.5884,-44.9733,108.0000,3.900,176.0000,88.0000,28.0000,85.0000,62.0000,177.0000
167.5206,-45.0063,90.0000,4.100,326.0000,71.0000,44.0000,218.0000,49.0000,154.0000
175.9667,-38.3032,178.0000,5.000,108.0000,75.0000,74.0000,336.0000,22.0000,136.0000
174.6106,-40.8759,54.0000,4.300,58.0000,58.0000,-113.0000,277.0000,38.0000,-58.0000
177.5941,-38.2207,46.0000,3.900,311.0000,86.0000,26.0000,219.0000,64.0000,175.0000
176.5695,-39.9245,60.0000,4.700,269.0000,62.0000,-48.0000,26.0000,49.0000,-142.0000
167.3303,-45.1327,76.0000,4.400,237.0000,59.0000,107.0000,26.0000,35.0000,64.0000
178.2793,-37.5000,58.0000,4.500,14.0000,60.0000,94.0000,186.0000,30.0000,83.0000
174.7585,-39.1988,212.0000,4.700,63.0000,67.0000,152.0000,165.0000,64.0000,25.0000
173.4886,-40.2431,150.0000,4.800,125.0000,85.0000,51.0000,28.0000,39.0000,172.0000
176.8396,-37.7264,156.0000,4.500,39.0000,75.0000,75.0000,264.0000,21.0000,133.0000
174.9279,-39.0357,216.0000,5.600,165.0000,66.0000,51.0000,48.0000,45.0000,144.0000
174.7292,-39.1638,186.0000,4.400,153.0000,81.0000,45.0000,54.0000,46.0000,167.0000
173.4190,-40.3145,206.0000,5.100,224.0000,84.0000,-114.0000,121.0000,25.0000,-14.0000
174.0345,-40.0830,156.0000,4.000,140.0000,88.0000,77.0000,43.0000,13.0000,173.0000
176.1704,-38.5571,100.0000,4.100,107.0000,66.0000,53.0000,349.0000,43.0000,143.0000
179.6922,-37.6219,44.0000,4.600,9.0000,59.0000,-132.0000,249.0000,51.0000,-42.0000
176.0255,-38.2116,154.0000,4.500,98.0000,80.0000,60.0000,351.0000,32.0000,160.0000
178.7920,-37.5766,38.0000,4.000,235.0000,54.0000,-76.0000,32.0000,38.0000,-109.0000
167.1329,-45.1952,102.0000,4.300,262.0000,80.0000,157.0000,356.0000,68.0000,11.0000
167.1632,-45.3702,86.0000,4.200,214.0000,87.0000,163.0000,305.0000,73.0000,3.0000
174.5859,-39.3248,206.0000,5.700,136.0000,65.0000,47.0000,21.0000,48.0000,145.0000